catologNumber;country;locationID;decimalLatitude;decimalLongitude;eventDate;depth;samplingProtocol;samplingEffort;sampleSizeValue;sampleSizeUnit;taxonID;scientificName;acceptedNameUsage;acceptedNameUsageID;individualCount;density;biomass;biomassPerUnitArea
68;Italy;33;43.40745834;13.69791667;2009-11-21;21.35;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_71;28 min haul duration;0.033509061;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
69;Italy;34;43.38027501;13.88165833;2009-11-21;21.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_72;30 min haul duration;0.035239439;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
70;Italy;37;43.12266667;13.92539167;2009-11-20;21.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_73;26 min haul duration;0.029962139;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
71;Italy;43;45.37876666;12.39013333;2009-11-27;21.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_74;28 min haul duration;0.034126539;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
72;Italy;44;45.46525833;12.70945835;2009-11-27;21.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_75;29 min haul duration;0.035347138;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
73;Italy;46;44.91401666;12.61367499;2009-11-26;21.50;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_76;26 min haul duration;0.030514998;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
74.00;Italy;47;44.60189168;12.47544999;2009-11-25;10.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_77;4 min haul duration;0.0134266;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;63168;4704690.5;380.98;28375.17
75.00;Italy;48;44.06429167;12.60956669;2009-11-23;14.30;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_78;30 min haul duration;0.03406192;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;1345;39486.91;1.99;58.48
76.00;Italy;49;43.58019168;13.76995001;2009-11-18;15.35;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_79;32 min haul duration;0.037694998;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;98;2599.81;0.8;21.11
77.00;Italy;50;43.05488333;14.01483333;2009-11-20;15.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_80;28 min haul duration;0.032302819;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;188;5819.93;2.72;84.11
78;Italy;55;45.38264167;12.45417501;2009-11-26;21.50;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_81;24 min haul duration;0.028719999;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
79;NA;56;45.33170834;12.89693333;2009-11-27;21.55;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_82;10 min haul duration;0.01241422;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
80;Italy;57;45.0736;12.72432499;2009-11-26;21.55;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_83;30 min haul duration;0.03723548;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
81;Italy;1;45.41306667;12.53091666;2009-11-27;21.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_84;20 min haul duration;0.025711579;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
82;Italy;2;45.61889998;13.13794167;2009-11-27;21.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_85;23 min haul duration;0.0280379;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
83;Italy;3;45.640625;13.48459167;2009-11-28;21.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_86;6 min haul duration;0.01489132;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
84;Italy;4;45.10256666;12.383225;2009-11-26;21.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_87;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
85;Italy;5;45.14478333;12.51676666;2009-11-26;21.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_88;26 min haul duration;0.0298688;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
86;Italy;8;44.83700835;12.48550835;2009-11-26;21.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_89;21 min haul duration;0.02513;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
87.00;Italy;12;44.59358333;12.34332501;2009-11-25;10.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_90;7 min haul duration;0.00807032;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;135369;16773685;883.71;109501.12
88.00;Italy;16;44.291575;12.45352499;2009-11-24;10.10;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_91;18 min haul duration;0.020168619;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;164120;8137394;1174.09;58213.6
89.00;Italy;17;44.306675;12.56190834;2009-11-24;10.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_92;6 min haul duration;0.014359999;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;81434;5670891.5;509.93;35510.49
90.00;Italy;21;44.14678333;12.76473335;2009-11-23;10.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_93;21 min haul duration;0.024986399;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;80077;3204823.5;490.07;19613.64
91.00;Italy;24;43.92175001;13.01944167;2009-11-22;11.50;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_94;31 min haul duration;0.036503118;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;30509;835791.63;353.79;9692.15
92.00;Italy;25;43.97674999;13.06930833;2009-11-22;11.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_95;29 min haul duration;0.03406192;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;19032;558747.13;183.71;5393.51
93.00;Italy;27;43.78932498;13.19713333;2009-11-29;14.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_96;17 min haul duration;0.02072148;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;301;14525.99;1.8;87.04
94.00;Italy;28;43.776325;13.39157499;2009-11-29;14.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_97;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;277;7574.98;2.56;70.02
95.00;Italy;63;44.21291667;12.57492501;2009-11-23;10.50;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_98;8 min haul duration;0.017748959;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;102232;5759887;421.18;23730.12
96.00;Italy;64;44.13565;12.51677499;2009-11-23;12.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_99;19 min haul duration;0.02316268;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;11571;499553.59;2.46;106.35
97.00;Italy;65;44.07600833;12.75265834;2009-11-23;10.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_100;25 min haul duration;0.02986162;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;86984;2912903;648.61;21720.59
98.00;Italy;66;43.59725002;13.68058332;2009-11-18;13.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_101;32 min haul duration;0.038298119;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;2693;70316.77;21.32;556.63
99.00;Italy;68;42.85909999;13.99835;2009-11-20;13.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_102;29 min haul duration;0.033422899;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;7602;227448.86;89.96;2691.48
100;Italy;70;42.58730834;14.224675;2009-11-20;21.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_103;32 min haul duration;0.036876477;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
101;Italy;71;42.27802501;14.56145833;2009-11-19;21.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_104;31 min haul duration;0.03572768;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
102;Italy;73;42.09963334;14.88464998;2009-11-19;21.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_105;33 min haul duration;0.038032457;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
103;Italy;74;41.98585002;15.07385;2009-11-19;21.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_106;32 min haul duration;0.0375873;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
104;Italy;76;41.99526666;15.67915001;2009-11-19;21.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_107;32 min haul duration;0.036876477;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
105;NA;51;45.33331666;13.07473333;2009-11-27;21.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_108;13 min haul duration;0.016133459;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
106;NA;53;44.55482499;13.55286668;2009-12-02;21.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_109;15 min haul duration;0.01861774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
107;NA;54;44.233075;12.96911666;2009-11-22;18.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_110;32 min haul duration;0.039008938;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;17;435.8;0.08;2.17
108;NA;58;45.03210833;13.24366666;2009-12-03;21.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_111;32 min haul duration;0.039008938;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
109;NA;59;44.70131664;12.78104169;2009-11-25;21.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_112;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
110;NA;60;44.67615833;13.48196667;2009-12-03;21.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_113;16 min haul duration;0.01950088;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
111.00;NA;61;44.45855832;12.67357502;2009-11-24;15.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_114;26 min haul duration;0.031649441;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;73;2306.52;0.34;10.7
112;NA;6;45.26067499;12.89485833;2009-11-27;21.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_115;11 min haul duration;0.01364918;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
113;NA;9;45.01102501;12.92319164;2009-11-25;21.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_116;31 min haul duration;0.036503118;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
114;NA;10;45.104975;13.249825;2009-12-03;21.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_117;30 min haul duration;0.03656774;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
115;NA;13;44.62010835;12.76155834;2009-11-25;21.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_118;31 min haul duration;0.03709906;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
116;NA;14;44.74818335;13.084525;2009-11-25;21.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_119;29 min haul duration;0.033509061;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
117;NA;18;44.38903333;12.83953336;2009-11-24;21.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_120;27 min haul duration;0.031118119;square kilometre;ANADTRA;Anadara transversa;Anadara transversa (Say, 1822);urn:lsid:marinespecies.org:taxname:156734;0;0;0;0
